,input,acp,output
20,"The final product is a site where health care workers can access important patient information, the non-emergency access can be controlled, and all access would be tracked.",1,{decision: allow; subject: health care workers; action: access; resource: patient information; purpose: none; condition: none | decision: allow; subject: none; action: control; resource: non-emergency access; purpose: none; condition: none | decision: allow; subject: none; action: track; resource: access; purpose: none; condition: none}
21,The HCP can choose to graph the height or weight of the patient.,1,{decision: allow; subject: hcp; action: graph; resource: height; purpose: none; condition: none | decision: allow; subject: hcp; action: graph; resource: weight; purpose: none; condition: none}
22,"The patient may choose to view the list sorted by the role of the accessor relative to the patient (personal health representative, LHCP, UAP, Emergency Responder; any order is fine as long as the list is sorted by role) as well as by date for each role type, most recent access first.",1,{decision: allow; subject: patient; action: view; resource: list; purpose: none; condition: none}
23,The system shall store (1) reason id number for the reason ; and (2) up to 80 alphanumeric characters giving the name of the reason.,1,{decision: allow; subject: system; action: store; resource: reason id number; purpose: none; condition: none | decision: allow; subject: system; action: store; resource: name of the reason; purpose: none; condition: none}
24,Both patients and LHCPs can view a list of their upcoming appointments .,1,{decision: allow; subject: patient; action: view; resource: list of their upcoming appointments; purpose: none; condition: none | decision: allow; subject: lhcp; action: view; resource: list of their upcoming appointments; purpose: none; condition: none}
25,A patient may view his or her own lab procedure.,1,{decision: allow; subject: patient; action: view; resource: lab procedure; purpose: none; condition: none}
26,The administrator has authenticated himself or herself in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: administrator; action: authenticate; resource: administrator; condition: none; purpose: none}
27,"The patient may optionally enter a zip code (match on first three numbers of zip code), in addition to the name possibly and possibly specialty.",1,{decision: allow; subject: patient; action: enter; resource: zip code; purpose: none; condition: none | decision: allow; subject: patient; action: enter; resource: name; purpose: none; condition: none | decision: allow; subject: patient; action: enter; resource: specialty; purpose: none; condition: none}
28,The iTrust user (patient) has been authenticated in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: none; action: authenticate; resource: patient; condition: none; purpose: none}
29,"In the list of in transit lab procedures , the Lab Technician can update the status to received when the sample has been received in his or her lab.",1,{decision: allow; subject: lab technician; action: update; resource: status; purpose: none; condition: in the list of in transit lab procedures}
30,The LHCP is presented with a list of other appointments that conflict with the new one.,1,{decision: allow; subject: none; action: present; resource: list of other appointments; purpose: none; condition: appointments conflict with the new one}
31,"The HCP may sort the list of referrals by patient name, receiving HCP name, time generated, possibly and possibly priority.",1,{decision: allow; subject: hcp; action: sort; resource: list of referrals; purpose: none; condition: none}
32,The patient can also add a LHCP to their provider list by searching for the name possibly and possibly specialty of a LHCP  and then selecting to add the HCP to their list of providers.,1,{decision: allow; subject: patient; action: add; resource: lhcp; purpose: none; condition: none}
33,"The patient or personal health representative can see an abbreviated health history of their siblings, parents, and both sets of grandparents for which MIDs are available in iTrust.",1,{decision: allow; subject: patient; action: see; resource: health history of their siblings; purpose: none; condition: none | decision: allow; subject: patient; action: see; resource: health history of both sets of grandparents; purpose: none; condition: none | decision: allow; subject: patient; action: see; resource: health history of their parents; purpose: none; condition: none | decision: allow; subject: personal health representative; action: see; resource: health history of their siblings; purpose: none; condition: none | decision: allow; subject: personal health representative; action: see; resource: health history of both sets of grandparents; purpose: none; condition: none | decision: allow; subject: personal health representative; action: see; resource: health history of their parents; purpose: none; condition: none}
34,"The user selects a prescription from the calendar to read its details by clicking the ""Read Details"" link beside or below the medication displayed for the prescription, and then the details for the prescription shall be displayed in a new page, including the medications prescribed (i.e., NDC, see Data Format 6.6), date prescribed, start date, end date for each prescription, and the name of the doctor who prescribed the medication.",1,{decision: allow; subject: user; action: select; resource: prescription; purpose: read its details; condition: none | decision: allow; subject: user; action: click; resource: read details link; purpose: none; condition: none}
35,The HCP is notified that required fields contain no input.,1,{decision: allow; subject: none; action: notify; resource: hcp; condition: none; purpose: none}
36,The HCP's medical identification number should also be maintained.,1,{decision: allow; subject: none; action: maintain; resource: medical identification number; purpose: none; condition: none}
37,The LHCP is provided a bar chart of diagnosis counts during the specified time period as well as a yes or no answer on whether an epidemic is occurring during any consecutive two weeks during the time period.,1,{decision: allow; subject: none; action: provide; resource: bar chart; purpose: none; condition: none}
38,An LHCP can delete a patient from his or her monitoring list by the LHCP typing the the patient's MID .,1,{decision: allow; subject: lhcp; action: delete; resource: patient; purpose: none; condition: none}
39,"The LHCP chooses to examine a patient for which the preconditions do not apply (e.g., an adult shouldn't be tested for child diabetes) and the LHCP is prompted that no analysis can occur.",1,{decision: allow; subject: lhcp; action: examine; resource: patient; purpose: none; condition: none}
40,"The HCP can view patient name, lab procedure code, current lab procedure status, timestamp, and Lab Technician name.",1,{decision: allow; subject: hcp; action: view; resource: patient name; purpose: none; condition: none | decision: allow; subject: hcp; action: view; resource: lab procedure code; purpose: none; condition: none | decision: allow; subject: hcp; action: view; resource: lab procedure status; purpose: none; condition: none | decision: allow; subject: hcp; action: view; resource: timestamp; purpose: none; condition: none | decision: allow; subject: hcp; action: view; resource: lab technician name; purpose: none; condition: none}
41,"The LHCP requests a comprehensive report for all patients with a specified gender, age, and diagnosis .",1,{decision: allow; subject: lhcp; action: request; resource: report; purpose: none; condition: none}
42,The HCP selects a patient by typing in the MID of the patient .,1,{decision: allow; subject: hcp; action: select; resource: patient; purpose: none; condition: none}
43,An HCP may enter or edit their own demographic information according to data format 6.2.,1,{decision: allow; subject: hcp; action: enter; resource: demographic information; purpose: none; condition: none | decision: allow; subject: hcp; action: edit; resource: demographic information; purpose: none; condition: none}
44,"A fake email is sent to the LHCP who administered the immunization indicating the patient name and MID, drug, and symptoms.",1,{decision: allow; subject: none; action: send; resource: fake email; purpose: none; condition: none}
45,"A patient can select to report height, weight, possibly and possibly pedometer readings for those for whom he or she is a patient representative.",1,{decision: allow; subject: patient; action: report; resource: height; purpose: none; condition: none | decision: allow; subject: patient; action: report; resource: weight; purpose: none; condition: none | decision: allow; subject: patient; action: report; resource: pedometer reading; purpose: none; condition: none}
46,A user chooses to view physician satisfaction survey results.,1,{decision: allow; subject: user; action: view; resource: physician satisfaction survey result; purpose: none; condition: none}
47,An LHCP can view a list of their upcoming appointment requests .,1,{decision: allow; subject: lhcp; action: view; resource: list of their upcoming appointment requests; purpose: none; condition: none}
48,A patient may view his or her own lab procedure results .,1,{decision: allow; subject: patient; action: view; resource: lab procedure result; purpose: none; condition: none}
49,"The sending HCP must select a receiving HCP by either entering the HCP's MID and confirming the selection, or by searching for the HCP by name.",1,{decision: allow; subject: hcp; action: select; resource: hcp; purpose: none; condition: none}
50,He or she can report his or her blood pressure (systolic and diastolic)  possibly and possibly glucose levels .,1,{decision: allow; subject: he; action: report; resource: blood pressure (systolic and diastolic); purpose: none; condition: none | decision: allow; subject: she; action: report; resource: blood pressure (systolic and diastolic); purpose: none; condition: none | decision: allow; subject: he; action: report; resource: glucose level; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: glucose level; purpose: none; condition: none}
51,"If the requested appointment time does conflict with an existing appointments, the patient is presented with a list of the three next non-overlapping available appointment times within 7 days of the requested date.",1,{decision: allow; subject: none; action: present; resource: appointment time; purpose: none; condition: requested appointment time does conflict with an existing appointments}
52,The LHCP clicks this number to view the physiologic data monitoring details of his or her patients for the current date.,1,{decision: allow; subject: lhcp; action: click; resource: number; purpose: view the physiologic data monitoring details; condition: none}
53,"A deactivated patient can not modified or log into the system, and can only be reactivated by the administrator.",1,{decision: deny; subject: none; action: modify; resource: deactivated patient; purpose: none; condition: none | decision: deny; subject: deactivated patient; action: log; resource: system; purpose: none; condition: none | decision: allow; subject: administrator; action: reactivate; resource: deactivated patient; purpose: none; condition: none}
54,"If answer to security question is correct, allow user to change their password.",1,{decision: allow; subject: user; action: change; resource: password; purpose: none; condition: answer to security question is correct}
55,The iTrust user (HCP or patient) has authenticated himself or herself in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: patient; action: authenticate; resource: patient; condition: none; purpose: none | decision: allow; subject: hcp; action: authenticate; resource: hcp; condition: none; purpose: none}
56,"The data in the database is analyzed according to the malaria epidemic heuristic to determine if an epidemic is occurring in the region defined by the zip code that match the first three numbers in the provided zip code (e.g. if zip code 27695 is provided, all data with zip code 276xx is analyzed, where each x is any digit from 0-9).",1,{decision: allow; subject: none; action: analyze; resource: data; purpose: determine if an epidemic is occurring in the region defined by the zip code that match the first three numbers in the provided zip code; condition: none}
57,An LHCP or patient or representative may view a message .,1,{decision: allow; subject: lhcps; action: view; resource: message; purpose: none; condition: none | decision: allow; subject: patient; action: view; resource: message; purpose: none; condition: none | decision: allow; subject: representative; action: view; resource: message; purpose: none; condition: none}
58,An HCP can add commentary to a pending lab procedure and update the lab procedure status to completed .,1,{decision: allow; subject: hcp; action: add; resource: commentary; purpose: none; condition: none | decision: allow; subject: hcp; action: update; resource: lab procedure status; purpose: none; condition: none}
59,A user (an LHCP or patient) chooses to display his or her appointments in the current month on a calendar for the current month.,1,{decision: allow; subject: user; action: display; resource: appointment; purpose: none; condition: none | decision: allow; subject: lhcp; action: display; resource: appointment; purpose: none; condition: none | decision: allow; subject: patient; action: display; resource: appointment; purpose: none; condition: none}
60,"The status of a laboratory procedure has been updated (UC26, S3).",1,{decision: allow; subject: none; action: update; resource: status; purpose: none; condition: none}
61,The administrator chooses a drug from each list to record an interaction between the two drugs.,1,{decision: allow; subject: administrator; action: choose; resource: drug; purpose: record an interaction between the two drugs; condition: none}
62,"The hcp documents the office visit date; hospital location of the office visit, if any, (the default should be the HCP's home location); and notes about an office visit.",1,{decision: allow; subject: hcp; action: document; resource: office visit date; purpose: none; condition: none | decision: allow; subject: hcp; action: document; resource: hospital location; purpose: none; condition: none | decision: allow; subject: hcp; action: document; resource: note; purpose: none; condition: none}
63,The iTrust user (patient or HCP) has been authenticated in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: none; action: authenticate; resource: patient; condition: none; purpose: none | decision: allow; subject: none; action: authenticate; resource: hcp; condition: none; purpose: none}
64,The administrator types an invalid hospital ID and is prompted to try again.,1,{decision: allow; subject: administrator; action: type; resource: invalid hospital id; condition: none; purpose: none | decision: allow; subject: administrator; action: try; resource: again; condition: none; purpose: none}
65,A LHCP or PHA chooses to examine recent trends in diagnoses  or to determine if an ailment is reaching epidemic proportions in a given area.,1,{decision: allow; subject: lhcp; action: examine; resource: trends in diagnoses; purpose: none; condition: none | decision: allow; subject: lhcp; action: determine; resource: ailment; purpose: none; condition: none | decision: allow; subject: pha; action: examine; resource: trends in diagnoses; purpose: none; condition: none | decision: allow; subject: pha; action: determine; resource: ailment; purpose: none; condition: none}
66,"The patient or representative chooses one of these DLHCP and types the subject (up to 100 characters) and text of a message (up to 1000 characters), and clicks the send button.",1,{decision: allow; subject: patient; action: choose; resource: dlhcp; purpose: none; condition: none | decision: allow; subject: representative; action: choose; resource: dlhcp; purpose: none; condition: none | decision: allow; subject: representative; action: type; resource: subject; purpose: none; condition: none | decision: allow; subject: representative; action: type; resource: text of a message; purpose: none; condition: none | decision: allow; subject: representative; action: click; resource: send button; purpose: none; condition: none | decision: allow; subject: patient; action: type; resource: subject; purpose: none; condition: none | decision: allow; subject: patient; action: type; resource: text of a message; purpose: none; condition: none | decision: allow; subject: patient; action: click; resource: send button; purpose: none; condition: none}
67,"Upon sending a referral, the patient, sending HCP, and receiving HCP receive a message summarizing the newly created referral information (sending HCP name & specialty, receiving HCP name & specialty, patient name, referral notes, and referral creation timestamp); additionally, the sending and receiving HCP messages include the referral priority.",1,{decision: allow; subject: patient; action: receive; resource: message; purpose: none; condition: none | decision: allow; subject: hcp; action: receive; resource: message; purpose: none; condition: none | decision: allow; subject: hcp; action: receive; resource: message; purpose: none; condition: none}
68,A LHCP or ER chooses to view an emergency report and provides an MID .,1,{decision: allow; subject: lhcp; action: view; resource: emergency report; purpose: none; condition: none | decision: allow; subject: lhcp; action: provide; resource: mid; purpose: none; condition: none | decision: allow; subject: er; action: view; resource: emergency report; purpose: none; condition: none | decision: allow; subject: er; action: provide; resource: mid; purpose: none; condition: none}
69,The LHCP or ER enters a MID  and confirms the input .,1,{decision: allow; subject: er; action: confirm; resource: input; condition: none; purpose: none | decision: allow; subject: lhcp; action: enter; resource: mid; condition: none; purpose: none | decision: allow; subject: er; action: enter; resource: mid; condition: none; purpose: none | decision: allow; subject: lhcp; action: confirm; resource: input; condition: none; purpose: none}
70,A session that has been inactive for more than ten minutes is terminated .,1,{decision: allow; subject: none; action: terminate; resource: session; condition: session has been inactive for more minutes; purpose: none}
71,A patient can select to report physiologic measurements for those whose at least one physiologic data type is specified to be under monitoring and for whom he or she is a patient representative.,1,{decision: allow; subject: patient; action: report; resource: physiologic measurement; purpose: none; condition: none}
72,"Additionally, the HCP can document none, one, or more medications (NDC, see Data Format 6.6) prescribed ; none, one, or more lab procedures that are ordered (LOINC code, see Data Format 6.11)(UC26); none, one, or more diagnoses (via the ICD-9CM code); none, one, or more medical procedures (CPT code) performed; and none, one, or more immunizations given (CPT Code, see UC15, S1) chosen from appropriate pull-down lists.",1,{decision: allow; subject: hcp; action: document; resource: medication; purpose: none; condition: none | decision: allow; subject: hcp; action: document; resource: lab procedure; purpose: none; condition: none | decision: allow; subject: hcp; action: document; resource: diagnosis; purpose: none; condition: none | decision: allow; subject: hcp; action: document; resource: medical procedure; purpose: none; condition: none | decision: allow; subject: hcp; action: document; resource: immunization; purpose: none; condition: none}
73,"Through the Personal Health Records page, an LHCP chooses a chronic disease and a patient.",1,{decision: allow; subject: lhcp; action: choose; resource: chronic disease; purpose: none; condition: none | decision: allow; subject: lhcp; action: choose; resource: patient; purpose: none; condition: none}
74,"A user (a patient) chooses to display his or her appointments in the current month together with his or her office visit dates, prescription dates, and lab procedure dates of the current month on a calendar for the current month.",1,{decision: allow; subject: patient; action: display; resource: appointment; purpose: none; condition: none | decision: allow; subject: patient; action: display; resource: office visit date; purpose: none; condition: none | decision: allow; subject: patient; action: display; resource: prescription date; purpose: none; condition: none | decision: allow; subject: patient; action: display; resource: lab procedure date; purpose: none; condition: none | decision: allow; subject: user; action: display; resource: appointment; purpose: none; condition: none | decision: allow; subject: user; action: display; resource: office visit date; purpose: none; condition: none | decision: allow; subject: user; action: display; resource: prescription date; purpose: none; condition: none | decision: allow; subject: user; action: display; resource: lab procedure date; purpose: none; condition: none}
75,An administrator chooses to maintain the hospital listing .,1,{decision: allow; subject: administrator; action: maintain; resource: hospital listing; purpose: none; condition: none}
76,An LHCP views the number of submitted physiologic data monitoring reports of his or her patients for the current date.,1,{decision: allow; subject: lhcp; action: view; resource: physiologic data monitoring report; purpose: none; condition: none}
77,"He or she can report the height, weight, possibly and possibly pedometer reading  for the patient.",1,{decision: allow; subject: he; action: report; resource: height; purpose: none; condition: none | decision: allow; subject: he; action: report; resource: weight; purpose: none; condition: none | decision: allow; subject: he; action: report; resource: pedometer reading; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: height; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: weight; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: pedometer reading; purpose: none; condition: none}
78,"A patient may have up to 10 physiologic data points in any one day, reported by him or herself, a UAP, or a personal representative .",1,{decision: allow; subject: patient; action: report; resource: physiologic data point; purpose: none; condition: none | decision: allow; subject: uap; action: report; resource: physiologic data point; purpose: none; condition: none | decision: allow; subject: personal representative; action: report; resource: physiologic data point; purpose: none; condition: none}
79,"The HCP chooses a specific referral from the list to view complete details about the referral: patient name, receiving HCP name and specialty, time generated, priority, office visit date, and notes.",1,{decision: allow; subject: hcp; action: choose; resource: referral; purpose: view complete details about the referral; condition: none}
80,"A user (an LHCP or patient) wishes to view a list of his or her upcoming appointments (i.e., a list including appointments whose appointment date and start time is equal or later than the current date or time).",1,{decision: allow; subject: lhcp; action: view; resource: list of his or her upcoming appointments; purpose: none; condition: none | decision: allow; subject: patient; action: view; resource: list of his or her upcoming appointments; purpose: none; condition: none}
81,A user can sort messages in his or her message outbox by the recipient's last name or timestamp (but not both) in either ascending or descending order.,1,{decision: allow; subject: user; action: sort; resource: message; purpose: none; condition: none}
82,Only the applicable input entries (those whose corresponding data types of the patient are specified to be under monitoring) are displayed to the UAP.,1,{decision: allow; subject: none; action: display; resource: input entry; purpose: none; condition: none}
83,The licensed health care professional making a diagnosis determines if a patient is granted the ability to restrict viewing of the diagnosis.,1,{decision: allow; subject: licensed health care professional; action: determine; resource: ability; purpose: none; condition: none}
84,"The administrator will store (1) the CPT code (The CPT code set accurately describes medical, surgical, and diagnostic services and is designed to communicate uniform information about medical services and procedures among physicians, coders, patients, accreditation organizations, and payers for administrative, financial, and analytical purposes.",1,{decision: allow; subject: administrator; action: store; resource: cpt code; purpose: none; condition: none}
85,The user chooses to open his or her upcoming appointment list.,1,{decision: allow; subject: user; action: open; resource: upcoming appointment list; purpose: none; condition: none}
86,The LHCP types an invalid age range and is prompted to try again.,1,{decision: allow; subject: lhcp; action: type; resource: invalid age range; condition: none; purpose: none | decision: allow; subject: lhcp; action: try; resource: again; condition: none; purpose: none}
87,An HCP can view a previously created lab procedure for a given office visit.,1,{decision: allow; subject: hcp; action: view; resource: lab procedure; purpose: none; condition: none}
88,"The system shall enable multiple simultaneous users, each with his or her own exclusive authentication.",1,{decision: allow; subject: system; action: enable; resource: user; condition: none; purpose: none}
89,An LHCP or UAP creates a list of patients (by MID) for which he or she will monitor remotely .,1,{decision: allow; subject: lhcp; action: create; resource: list of patients; purpose: none; condition: none | decision: allow; subject: uap; action: create; resource: list of patients; purpose: none; condition: none}
90,A patient is added to the list by the LHCP or UAP typing in the patient's MID  or name.,1,{decision: allow; subject: lhcp; action: add; resource: patient; purpose: none; condition: none | decision: allow; subject: uap; action: add; resource: patient; purpose: none; condition: none}
91,"At this point, the LHCP can view a prescription list for that patient , sorted by start date (the later date is ranked earlier).",1,{decision: allow; subject: lhcp; action: view; resource: prescription list; purpose: none; condition: none}
92,"The HCP must provide instructions (can neither be empty nor the default form field value), or else they cannot add the prescription.",1,{decision: allow; subject: hcp; action: provide; resource: instruction; purpose: none; condition: none | decision: allow; subject: hcp; action: add; resource: prescription; purpose: none; condition: none}
93,"The LHCP enters the text of the response message (up to 1000 characters) he or she wishes to send, then clicks the send button.",1,{decision: allow; subject: lhcp; action: enter; resource: text; purpose: send; condition: none | decision: allow; subject: lhcp; action: click; resource: send button; purpose: none; condition: none}
94,The iTrust user (LHCP or ER) has authenticated himself or herself in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: er; action: authenticate; resource: er; condition: none; purpose: none | decision: allow; subject: lhcp; action: authenticate; resource: lhcp; condition: none; purpose: none}
95,"After the patient logs in, an activity feed is displayed .",1,{decision: allow; subject: none; action: display; resource: activity feed; purpose: none; condition: after the patient logs in}
96,The HCP can graph height or weight of the patient over the last 3 calendar years .,1,{decision: allow; subject: hcp; action: graph; resource: height; purpose: none; condition: none | decision: allow; subject: hcp; action: graph; resource: weight; purpose: none; condition: none}
97,All email notifications should be executed through the fake email utility.,1,{decision: allow; subject: fake email utility; action: execute; resource: email notification; condition: none; purpose: none}
98,LOINC data from this file is added to a listing of allowable physical services (including laboratory procedures that an HCP can use).,1,{decision: allow; subject: none; action: add; resource: loinc data; purpose: none; condition: none}
99,The administrator will store (1) hospital Id number for the hospital ; and (2) up to 30 alphanumeric characters giving the name of the hospital.,1,{decision: allow; subject: administrator; action: store; resource: hospital id number; purpose: none; condition: none | decision: allow; subject: administrator; action: store; resource: name of the hospital; purpose: none; condition: none}
100,"An administrator chooses to maintain the standards list for immunizations , diagnoses , allowable drugs , or allowable physical services .",1,{decision: allow; subject: administrator; action: maintain; resource: list for immunizations; purpose: none; condition: none | decision: allow; subject: administrator; action: maintain; resource: list for diagnoses; purpose: none; condition: none | decision: allow; subject: administrator; action: maintain; resource: list for drugs; purpose: none; condition: none | decision: allow; subject: administrator; action: maintain; resource: list for physical services; purpose: none; condition: none}
101,The HCP can select a medication from a pull down list and add it to the list of medications the patient is allergic to.,1,{decision: allow; subject: hcp; action: select; resource: medication; purpose: none; condition: none | decision: allow; subject: hcp; action: add; resource: medication; purpose: none; condition: none}
102,The iTrust user has been authenticated in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: none; action: authenticate; resource: itrust user; condition: none; purpose: none}
103,"If the LHCP is not one of the patient's DLHCP or the UAP associated with one of their DLHCP, a message is sent to the patient and their personal representative .",1,{decision: allow; subject: none; action: send; resource: message; purpose: none; condition: lhcp is not one of the patients dlhcp | decision: allow; subject: none; action: send; resource: message; purpose: none; condition: uap associated with one of their dlhcp}
104,The administrator can select a particular pair of drugs and delete the interaction between the two drugs.,1,{decision: allow; subject: administrator; action: select; resource: drug; purpose: none; condition: none | decision: allow; subject: administrator; action: delete; resource: interaction; purpose: none; condition: none}
105,An HCP can reassign a previously created lab procedure .,1,{decision: allow; subject: hcp; action: reassign; resource: lab procedure; purpose: none; condition: none}
106,The patient can select to view contact information of a selected LHCP shown in the expired prescription list .,1,{decision: allow; subject: patient; action: view; resource: contact information; purpose: none; condition: none}
107,The HCP types an invalid medical identification number and is prompted to try again.,1,{decision: allow; subject: hcp; action: type; resource: invalid medical identification number; condition: none; purpose: none | decision: allow; subject: hcp; action: try; resource: again; condition: none; purpose: none}
108,"The patient, UAP, or personal representative tries to enter more than ten physiologic data points for one day and is told additional data cannot be entered.",1,{decision: allow; subject: patient; action: enter; resource: physiologic data point; condition: none; purpose: none | decision: allow; subject: uap; action: enter; resource: physiologic data point; condition: none; purpose: none | decision: allow; subject: personal representative; action: enter; resource: physiologic data point; condition: none; purpose: none}
109,The LHCP is presented with a screen upon which he or she can choose a date range.,1,{decision: allow; subject: lhcp; action: choose; resource: date range; condition: none; purpose: none}
110,The administrator will store information of a LOINC code (Logical Observation Identifiers Names and Codes (LOINC) is a database and universal standard for identifying medical laboratory observations.,1,{decision: allow; subject: administrator; action: store; resource: loinc code; purpose: none; condition: none}
111,An HCP can reassign a previously created lab procedure to a different Lab Technician if the lab procedure is not yet in the testing state.,1,{decision: allow; subject: hcp; action: reassign; resource: lab procedure; purpose: none; condition: lab procedure is not yet in the testing state}
112,The user is prompted to try again.,1,{decision: allow; subject: user; action: try; resource: again; condition: none; purpose: none}
113,The LHCP or ER does not confirm the selection and is prompted to try again.,1,{decision: deny; subject: er; action: confirm; resource: selection; condition: none; purpose: none | decision: allow; subject: lhcp; action: confirm; resource: selection; condition: none; purpose: none}
114,"An admin creates a LHCP, an ER, a Laboratory Technician (LT), or a public health agent (PHA) .",1,{decision: allow; subject: admin; action: create; resource: lhcp; purpose: none; condition: none | decision: allow; subject: admin; action: create; resource: er; purpose: none; condition: none | decision: allow; subject: admin; action: create; resource: laboratory technician (lt); purpose: none; condition: none | decision: allow; subject: admin; action: create; resource: public health agent (pha); purpose: none; condition: none}
115,The LHCP views his or her message inbox.,1,{decision: allow; subject: lhcp; action: view; resource: message inbox; purpose: none; condition: none}
116,His or her appointments in the current month shall be displayed on the calendar .,1,{decision: allow; subject: calender; action: display; resource: appointment; purpose: none; condition: none}
117,The LHCP has authenticated himself or herself in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: lhcp; action: authenticate; resource: lhcp; condition: none; purpose: none}
118,A Lab Technician can view his or her assigned lab procedures.,1,{decision: allow; subject: lab technician; action: view; resource: lab procedure; purpose: none; condition: none}
119,He or she can report the blood pressure (systolic and diastolic)  possibly and possibly glucose levels  for the patient.,1,{decision: allow; subject: he; action: report; resource: blood pressure; purpose: none; condition: none | decision: allow; subject: he; action: report; resource: glucose level; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: blood pressure; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: glucose level; purpose: none; condition: none}
