,input,acp,output
47,"Further, the maintainer may need to convert submitted papers to other formats, or ask the authors to submit the paper in another format.",1,{decision: allow; subject: maintainer; action: convert; resource: paper; condition: none; purpose: none | decision: allow; subject: maintainer; action: ask; resource: author; condition: none; purpose: submit the paper in another format}
48,"CyberChair can handle the paper distribution, collects and categorizes all reviews and prepares overviews of reviews which can be used during the PC meeting.",1,{decision: allow; subject: cyberchair; action: handle; resource: paper distribution; purpose: none; condition: none | decision: allow; subject: cyberchair; action: collect; resource: review; purpose: none; condition: none | decision: allow; subject: cyberchair; action: categorize; resource: review; purpose: none; condition: none | decision: allow; subject: cyberchair; action: prepare; resource: overview; purpose: none; condition: none}
49,"Following Nierstrasz’s pattern Make Champions Explicit , the reviewers are asked to fill in the classification of papers on the review form.",1,{decision: allow; subject: reviewer; action: fill; resource: classification; purpose: none; condition: none}
50,The authors claim that there is no provision for a server to send asynchronous updates.,0,{decision: allow; subject: authors; action: send; resource: asynchronous updates; condition: none; purpose: none}
51,Sites like Amazon  use this style and regenerate a complete new page after every mouse click.,0,{decision: allow; subject: sites like amazon; action: regenerate; resource: complete new page; condition: none; purpose: none}
52,"When the level of agreement differs too much, the reviewers and chair may give it special attention, even before the PC meeting takes place.",1,{decision: allow; subject: reviewer; action: give; resource: special attention; condition: level of agreement differs too much; purpose: none | decision: allow; subject: chair; action: give; resource: special attention; condition: level of agreement differs too much; purpose: none}
53,"When a reviewer reaches this maximum, he or she will not be part of the preference lists, because apparently his or her expertise is needed to review ’less popular’ papers.",1,{decision: allow; subject: reviewer; action: review; resource: ‘less popular’ paper; purpose: none; condition: reviewer reaches this maximum}
54,Author - This only allows submission of abstracts.,0,{decision: allow; subject: this; action: submit; resource: abstracts; condition: none; purpose: none}
55,"For each paper, a list of the reviewers who indicated a high preference for the paper is generated.",1,{decision: allow; subject: none; action: generate; resource: list of reviewers; purpose: none; condition: none}
56,"In step 2, the full paper must be submitted by uploading it.",1,{decision: allow; subject: none; action: upload; resource: paper; purpose: none; condition: none}
57,"Although CyberChair is not something to sit in (please refer to www.cyberchair.com if you are looking for that), when you are a program chair, you can sit back, relax and watch the progress of the submission and review process.",1,{decision: allow; subject: cyberchair; action: watch; resource: progress of the submission; condition: none; purpose: none | decision: allow; subject: cyberchair; action: watch; resource: review process; condition: none; purpose: none}
58,The maintainer also makes sure that overviews are generated at regular intervals.,0,{decision: allow; subject: maintainer; action: make; resource: overviews; condition: also; purpose: none}
59,"Using the WWW, a commonality these days, the ones involved in the process can collaboratively use CyberChair to store possibly and possibly retrieve data from password-protected areas controlled by CyberChair.",0,{decision: allow; subject: ones involved in the process; action: collaboratively use; resource: cyberchair; purpose: store possibly and possibly retrieve data from password-protected areas controlled by cyberchair; condition: none}
60,"When the reviewer clicks on a paper number, this causes the activation of a CGI script that in its turn generates a frameset, consisting of 3 frames (See figure 4).",0,{decision: allow; subject: none; action: download; resource: paper; purpose: none; condition: none | decision: allow; subject: none; action: display; resource: abstract; purpose: none; condition: none | decision: allow; subject: none; action: submit; resource: review; purpose: none; condition: none | decision: allow; subject: none; action: look; resource: other reviewers’ reviews; purpose: none; condition: none}
61,"The CGI scripts have been written in Python, a very powerful, easy-to-learn programming language, which allows rapid implementation.",0,{decision: allow; subject: cgi scripts; action: write; resource: scripts; condition: none; purpose: none}
62,"Reviewers can indicate whether they are an expert on the topic (X), no expert, but knowledgable in the subject area (Y), or an informed outsider (Z).",1,{decision: allow; subject: reviewer; action: indicate; resource: whether they are an expert on the topic (x); purpose: none; condition: none | decision: allow; subject: reviewer; action: indicate; resource: whether they are an expert in the subject area (y); purpose: none; condition: none | decision: allow; subject: reviewer; action: indicate; resource: whether they are an informed outsider (z); purpose: none; condition: none}
63,CyberChair is written in the Python programming language.,0,{decision: allow; subject: cyberchair; action: write; resource: code; condition: none; purpose: none}
64,CyberChair supports PCs by using these patterns in its implementation.,1,{decision: allow; subject: cyberchair; action: support; resource: pc; condition: none; purpose: none}
65,CyberChair provides web pages for the reviewers to indicate their preference for papers they would like to review.,1,{decision: allow; subject: cyberchair; action: provide; resource: webpage; purpose: indicate reviewer’s preference for papers they would like to review; condition: none}
66,"Nowadays it is common practise to use electronic submissions for conferences, workshops and journals.",0,{decision: allow; subject: none; action: use; resource: electronic submissions; condition: none; purpose: none}
67,"In case not enough reviewers can be found to review a paper, this is an indication that the script should be better tuned.",1,{decision: allow; subject: none; action: tune; resource: script; purpose: none; condition: not enough reviewers can be found to review a paper}
68,"Papers are classified, using the highest and the lowest classification given by the reviewers (A to D), as described in the paper mentioned above.",1,{decision: allow; subject: none; action: classify; resource: paper; purpose: none; condition: none}
69,"After clicking on a paper number several hyperlinks are generated to allow the paper to be downloaded, to display the abstract and to submit or update a review.",1,{decision: allow; subject: none; action: generate; resource: hyperlink; purpose: allow the paper to be downloaded; condition: none | decision: allow; subject: none; action: generate; resource: hyperlink; purpose: display the abstract; condition: none | decision: allow; subject: none; action: generate; resource: hyperlink; purpose: submit or update a review; condition: none}
70,Other conferences and workshops that use(d) CyberChair can be found on an overview.,0,{decision: allow; subject: other conference; action: find; resource: cyberchair; condition: on an overview; purpose: none}
71,"After the PC meeting, the PCC must inform the maintainer about the accepted papers, so that the notifications can be sent to the authors.",1,{decision: allow; subject: pcc; action: inform; resource: maintainer; purpose: notifications can be sent to the authors; condition: none}
72,"Following the patterns Experts Review Papers and Champions Review Papers , papers should be matched to domain experts in the PC.",1,{decision: allow; subject: none; action: match; resource: paper; purpose: none; condition: none}
73,"Using frames allows for updates on specific parts of the screen, so that only data that has changed can be updated without the need to refresh the complete screen.",0,{decision: allow; subject: none; action: update; resource: complete screen; condition: none; purpose: none}
74,"The next years the system was improved and more features, such as uploading of papers, were included in the system to support the process.",0,{decision: allow; subject: none; action: improve; resource: system; condition: none; purpose: none}
75,Not all reviewers like to fill in review forms on-line.,1,{decision: deny; subject: reviewer; action: fill; resource: review form; condition: none; purpose: none}
76,"You may try a demonstration version of CyberChair, by acting as:",0,{decision: allow; subject: you; action: act; resource: cyberchair; condition: none; purpose: none}
77,"Although, compared to sending hardcopies by surface mail, this is a big step forward, it may still be quite cumbersome to maintain the administration.",0,{decision: allow; subject: none; action: maintain; resource: administration; condition: none; purpose: none}
78,"BSCW could therefore be used to store abstracts, papers and reviews.",0,{decision: allow; subject: bscw; action: store; resource: reviews; condition: none; purpose: none | decision: allow; subject: bscw; action: store; resource: abstract; condition: none; purpose: none | decision: allow; subject: bscw; action: store; resource: papers; condition: none; purpose: none}
79,"As mentioned before, a reviewer’s page consists of several frames (a frame set).",0,{decision: allow; subject: reviewer; action: set; resource: several frames; condition: none; purpose: none}
80,"The following administrative tasks can be identified during a typical review process: Author information, abstract and paper submission, paper-to-reviewer assignment, paper distribution, filling in and sending review forms, collecting review forms and ordering them, preparing the PC meeting, returning the reviewers’ comments to the authors, camera-ready paper submission and preparation of proceedings.",0,{decision: allow; subject: none; action: identify; resource: administrative tasks; condition: none; purpose: none}
81,"It is known to run on versions 1.5.2, 2.0.1 and 2.1.3, be it that the latter may cause deprication warnings (2.1 does not, while 2.2.1 does for sure).",0,{decision: allow; subject: none; action: none; resource: none; condition: none; purpose: none}
82,"This includes editing the files that contain the templates for the PCC and reviewer information, the file containing the main topics of the conference, and setting up a website.",0,{decision: allow; subject: none; action: edit; resource: files that contain the main topics of the conference; condition: none; purpose: none | decision: allow; subject: none; action: set; resource: website; condition: none; purpose: none}
83,"CyberChair significantly reduces the workload of the PC, by doing all necessary bookkeeping.",1,{decision: allow; subject: cyberchair; action: reduce; resource: workload; condition: none; purpose: none}
84,"The conflict detection and coloring scheme used to indicate the state of reviews has, as far as we know, not been used in other systems that handle review processes.",0,{decision: allow; subject: none; action: use; resource: conflict detection and coloring scheme; condition: as far as we know; purpose: none}
85,"In this paper we describe CyberChair, a web-based group­ware application that supports the review process for technical contributions to conferences.",0,{decision: allow; subject: cyberchair; action: support; resource: web-based group-ware application; condition: none; purpose: none}
86,CyberChair assigns a unique identification to the submission and sends a login and password combination for step 2 to the contact person’s email address.,1,{decision: allow; subject: cyberchair; action: assign; resource: unique identification; purpose: none; condition: none | decision: allow; subject: cyberchair; action: send; resource: login; purpose: none; condition: none | decision: allow; subject: cyberchair; action: send; resource: password; purpose: none; condition: none}
87,"Reviewer - Use the first and last name (in lowercase) as login and password, respectively.",1,{decision: allow; subject: reviewer; action: use; resource: last name; condition: none; purpose: login | decision: allow; subject: reviewer; action: use; resource: first name; condition: none; purpose: password}
88,Here is an overview of the activities CyberChair supports or carries out.,0,{decision: allow; subject: cyberchair; action: support; resource: activity; condition: none; purpose: none}
89,"CyberChair supports preparation of the proceedings by generating the table of contents and author index, based on the input of the authors.",1,{decision: allow; subject: cyberchair; action: support; resource: preparation of the proceeding; purpose: none; condition: none}
90,"As of this writing, CyberChair has been used successfully for 10 conferences or workshops, while currently half a dozen other conferences are planning to use it.",0,{decision: allow; subject: cyberchair; action: use; resource: cyberchair; condition: none; purpose: none}
91,Authors must submit their paper in two steps.,1,{decision: allow; subject: author; action: submit; resource: paper; purpose: none; condition: none}
92,The tasks mentioned above have been automated by CyberChair.,0,{decision: allow; subject: cyberchair; action: automate; resource: tasks mentioned above; condition: none; purpose: none}
93,The reviewers’ reviews are compared to the other reviews to detect conflicts.,1,{decision: allow; subject: none; action: compare; resource: review; purpose: detect conflicts; condition: none}
94,"After the review process, the authors of submitted papers should submit a camera-ready version of their paper, analogous to step 2.",1,{decision: allow; subject: author of submitted paper; action: submit; resource: camera-ready version of their paper; purpose: none; condition: none}
95,"For each paper that a reviewer would like to review, the corresponding checkbox in the left part of the window should be marked.",1,{decision: allow; subject: none; action: mark; resource: checkbox; purpose: none; condition: none}
96,Other scripts are so-called administrative scripts which are either started by the maintainer or automatically at regular intervals by the system (e.g. crontab on Unix systems).,1,{decision: allow; subject: maintainer; action: start; resource: administrative script; purpose: none; condition: none | decision: allow; subject: system; action: start; resource: administrative script; purpose: none; condition: none}
97,"This is used to discover papers that have only been reviewed by non-experts, so that the PCC may ask another reviewer to review the paper.",1,{decision: allow; subject: none; action: discover; resource: paper; purpose: pcc may ask another reviewer to review the paper; condition: none}
98,"Depending on how busy our webserver is, the copying may not be completed before you click on a link.",0,{decision: allow; subject: none; action: none; resource: none; condition: none; purpose: none}
99,Please put or leave the 'Would you like to receive a copy of your review per e-mail?',0,{decision: allow; subject: none; action: leave; resource: review; condition: none; purpose: none}
100,"More conference management systems exist , although we could not find publications about them in the litterature.",0,{decision: allow; subject: more conference management systems exist; action: find; resource: publications about them in the lignature; condition: none; purpose: none}
101,"The problematic use of groupware applications, as reported in several publications  is not affecting CyberChair.",0,{decision: allow; subject: cyberchair; action: report; resource: groupware applications; condition: none; purpose: none}
102,CyberChair checks the review forms for correctness and transforms them into a format that can be used for display in a browser.,1,{decision: allow; subject: cyberchair; action: check; resource: review form; purpose: none; condition: none | decision: allow; subject: cyberchair; action: transform; resource: review form; purpose: display in browser; condition: none}
103,The reviewers' pages are regenerated frequently in order to reflect changes (such as conflicting reviews).,0,{decision: allow; subject: none; action: regenerate; resource: reviewers’ pages; purpose: none; condition: none}
104,"This list is sorted, based on the number of papers the reviewers have already been assigned so far.",1,{decision: allow; subject: none; action: sort; resource: list; purpose: none; condition: none}
105,"Reviews can either be submitted via a webpage, or filled in off-line and emailed.",1,{decision: allow; subject: none; action: submit; resource: review; purpose: none; condition: none | decision: allow; subject: none; action: fill; resource: review; purpose: none; condition: none}
106,"In short, CyberChair fully supports all activities that come with the review process: the abstract and (camera-ready) paper submission, the reviewer assignment (based on the reviewers' preferences and expertise), the review submission process, the notifications of acceptance and rejection, the preparation of the proceedings (according to the Springer-Verlag procedure), and the abstracts for the conference website and program booklet.",0,{decision: allow; subject: cyberchair; action: support; resource: all activities that come with the review process; condition: none; purpose: none}
107,"To avoid 'pollution' of the demo data, uploading of files has been blocked.",1,{decision: allow; subject: none; action: block; resource: uploading of files; condition: none; purpose: avoid pollution of demo data}
108,Identifying the right reviewers for papers is a difficult task.,0,{decision: allow; subject: none; action: identify; resource: right reviewers; condition: none; purpose: none}
109,"Up until its 1996 edition, the European Conference on Object-Oriented Programming (ECOOP) used hard-copy review forms.",0,{decision: allow; subject: none; action: use; resource: hard-copy review forms; condition: none; purpose: none}
110,"When email is used for the submission of papers and reviews, the physical distribution of papers, which is still used for many conferences, is no longer needed.",0,{decision: allow; subject: none; action: use; resource: physical distribution of reviews; condition: none; purpose: none | decision: allow; subject: none; action: use; resource: physical distribution of papers; condition: none; purpose: none}
111,"Based on the preferences and the reviewers' expertise, CyberChair calculates a paper assignment proposal for the chair, where as many as possible preferences of the reviewers are honored, provided that all papers are assigned to an equal number of reviewers (so also the papers that did not get any preferences), and all reviewers are assigned as much as possible an equal number of papers.",1,{decision: allow; subject: cyberchair; action: calculate; resource: paper assignment proposal; purpose: none; condition: all papers are assigned to an equal number of reviewers | decision: allow; subject: cyberchair; action: calculate; resource: paper assignment proposal; purpose: none; condition: all reviewers are assigned as much as possible an equal number of papers}
112,"Each reviewer gets a personal, password-protected webpage, that contains links to the papers (s)he is assigned to review, so they can be downloaded.",1,{decision: allow; subject: reviewer; action: get; resource: personal webpage; purpose: none; condition: none | decision: allow; subject: reviewer; action: get; resource: password-protected webpage; purpose: none; condition: none}
113,Other reasons are that authors are forced to use it to submit their paper.,1,{decision: allow; subject: none; action: force; resource: author; purpose: submit their paper; condition: none}
114,"When a reviewer has submitted all his reviews and has time to review more papers, he may look at the overview containing all papers and select papers for which conflicting reviews exist.",1,{decision: allow; subject: reviewer; action: look; resource: overview; purpose: none; condition: reviewer has submitted all his reviews | decision: allow; subject: reviewer; action: select; resource: paper; purpose: none; condition: reviewer has submitted all his reviews | decision: allow; subject: reviewer; action: look; resource: overview; purpose: none; condition: reviewer has time to review more papers | decision: allow; subject: reviewer; action: select; resource: paper; purpose: none; condition: reviewer has time to review more papers}
115,"As soon as the full paper deadline has passed, the papers can be assigned to the reviewers.",1,{decision: allow; subject: none; action: assign; resource: paper; purpose: none; condition: none}
116,The size of this pool is influenced by the maximum number of papers that is assigned to reviewers based on their preferences.,0,{decision: allow; subject: none; action: assign; resource: maximum number of papers; purpose: none; condition: none}
117,"Further, it allows reviewers to learn about each other’s opinions, which provides means for good preparation for the PC meeting.",1,{decision: allow; subject: reviewer; action: learn; resource: opinion; purpose: good preparation for the pc meeting; condition: none}
118,This problem is handled by CyberChair by the conflict detection mechanism and availability of other reviewers’ reviews.,0,{decision: allow; subject: cyberchair; action: handle; resource: conflict detection mechanism; condition: none; purpose: none}
119,"The PCC sends the papers and review forms to the reviewers, who must fill in the review forms and send these to the PCC.",1,{decision: allow; subject: pcc; action: send; resource: paper; purpose: none; condition: none | decision: allow; subject: pcc; action: send; resource: review form; purpose: none; condition: none | decision: allow; subject: reviewer; action: fill; resource: review form; purpose: none; condition: none | decision: allow; subject: reviewer; action: send; resource: review form; purpose: none; condition: none}
120,CyberChair points out conflicting reviews and offers the reviewers means to easily communicate to solve these conflicts.,1,{decision: allow; subject: cyberchair; action: point; resource: conflicting review; purpose: none; condition: none | decision: allow; subject: cyberchair; action: offer; resource: mean to easily communicate; purpose: solve these conflicts; condition: none}
121,"When done by hand, the paper assignment usually is a very time consuming job.",0,{decision: allow; subject: none; action: none; resource: paper assignment; condition: none; purpose: none}
122,It generates several overviews based on the reviews which support the Program Committee (PC) in selecting the best papers.,1,{decision: allow; subject: it; action: generate; resource: overview; purpose: none; condition: none}
123,The authors may make corrections or changes to the  information that was submitted in step 1.,1,{decision: allow; subject: author; action: correct; resource: information; purpose: none; condition: none | decision: allow; subject: authors; action: change; resource: information; purpose: none; condition: none}
124,"The top frame is automatically updated every 5 minutes, to reflect the current state of the reviews of the papers.",0,{decision: allow; subject: none; action: update; resource: top frame; purpose: reflect the current state of the reviews of the papers; condition: none}
125,Figure 7 shows a part of a paper distribution as generated by CyberChair.,0,{decision: allow; subject: cyberchair; action: generate; resource: part of a paper distribution; condition: none; purpose: none}
126,"The original poster is in B1 format, so you may need to zoom in to read all details.",0,{decision: allow; subject: none; action: zoom; resource: original poster; condition: none; purpose: to read all details}
127,"For each conference or workshop the tuning should be considered carefully, since it heavily depends on the number of submissions, the number of reviewers, their expertise and the number of papers per reviewer.",0,{decision: allow; subject: none; action: consider; resource: tuning; condition: none; purpose: none}
128,"Usually, people are allowed to send their submission by email.",1,{decision: allow; subject: people; action: send; resource: submission; condition: none; purpose: none}
129,The table of contents and author index of the proceedings are generated by CyberChair and the camera-ready papers are prepared for electronic delivery to the publisher.,1,{decision: allow; subject: cyberchair; action: generate; resource: table of content; purpose: none; condition: none | decision: allow; subject: cyberchair; action: generate; resource: author index; purpose: none; condition: none | decision: allow; subject: cyberchair; action: prepare; resource: camera-ready paper; purpose: electronic delivery to the publisher; condition: none}
130,"The authors of accepted papers may submit a brushed-up version of their paper, in so-called camera-ready format to the PCC, who will send them, together with the preface and the table of contents to the publisher to have the proceedings printed.",1,{decision: allow; subject: author; action: submit; resource: camera-ready paper; purpose: none; condition: none | decision: allow; subject: pcc; action: send; resource: preface; purpose: none; condition: none | decision: allow; subject: pcc; action: send; resource: paper; purpose: none; condition: none | decision: allow; subject: pcc; action: send; resource: table of content; purpose: none; condition: none | decision: allow; subject: publisher; action: print; resource: proceeding; purpose: none; condition: none}
131,This information is used for the paper distribution.,0,{decision: allow; subject: none; action: use; resource: information; condition: none; purpose: none}
132,"Jean-Guy Schneider, Markus Lumpe and Oscar Nierstrasz describe CyberChair in Agent Coordination via Scripting Languages, Chapter 6 of the book Coordination of Internet Agents: Models, Technologies and Applications, Andrea Omic, Fanco Zambonelli, Matthias Klusch and Robert Tolksdorf (Eds.)",0,{decision: allow; subject: none; action: describe; resource: cyberchair; condition: none; purpose: none}
133,Especially that part of the browser window must be left as is while the reviewer is filling in the review form.,0,{decision: allow; subject: reviewer; action: click; resource: button labeled ’continue’; purpose: none; condition: reviewer fill in a review form}
134,We are aware that the pages could also have been created by using tables.,0,{decision: allow; subject: none; action: create; resource: pages; condition: none; purpose: none}
135,"To be able to protect the reviews from outsiders, each reviewer gets his or her own directory on the webserver.",1,{decision: allow; subject: reviewer; action: get; resource: directory; purpose: be able to protect the reviews from outsiders; condition: none}
136,"This way, the reviewer can always look at the latest version of the reviews.",1,{decision: allow; subject: reviewer; action: look; resource: latest version of the review; purpose: none; condition: none}
137,Members of the PC are also called ’reviewers’,0,{decision: allow; subject: members of the pc; action: call; resource: members of the pc; condition: also; purpose: none}
138,The highest and lowest classification given to a paper are taken into account.,1,{decision: allow; subject: none; action: take; resource: highest classification; purpose: none; condition: none | decision: allow; subject: none; action: take; resource: lowest classification; purpose: none; condition: none}
139,"March 2000, CyberChair was regularly updated to include new ideas, and suggestions by its users.",0,{decision: allow; subject: none; action: update; resource: cyberchair; condition: none; purpose: to include new ideas and suggestions}
140,"The submission form in phase 2 is the same as the submission form in phase 1, except that authors must use it to upload their full paper file.",1,{decision: allow; subject: authors; action: use; resource: submission form in phase 2; purpose: upload their full paper file; condition: none}
141,CyberChair takes care of the rest.,0,{decision: allow; subject: cyberchair; action: take; resource: rest; condition: none; purpose: none}
142,"Each time the reviewer clicks on a paper number in the top frame, CyberChair checks if the reviewer has already submitted his or her review.",1,{decision: allow; subject: cyberchair; action: check; resource: submission; purpose: none; condition: reviewer clicks on a paper number in the top frame}
