,input,acp,output
36,"The patient is sent a ""fake email"" that the HCP has prescribed a medication that he or she is allergic to or that has a known interaction with a drug he or she is taking.",1,{decision: allow; subject: none; action: send; resource: fake email; purpose: none; condition: none}
37,The LHCP is provided a bar chart of diagnosis counts during the specified time period as well as a yes or no answer on whether an epidemic is occurring during any consecutive two weeks during the time period.,1,{decision: allow; subject: none; action: provide; resource: bar chart; purpose: none; condition: none}
38,"When answer to the security question is typed in, the answer should not appear on the screen (similar to how a password normally appears) and the answer should be confirmed (by the patient or personal health representative) before it is saved.",0,{decision: allow; subject: patient; action: confirm; resource: answer; purpose: none; condition: answer to the security question is typed in | decision: allow; subject: personal health representative; action: confirm; resource: answer; purpose: none; condition: answer to the security question is typed in}
40,The message will display the risk factors that the patients exhibit.,1,{decision: allow; subject: message; action: display; resource: risk factor; purpose: none; condition: none}
41,An HCP can add commentary to a pending lab procedure and update the lab procedure status to completed .,1,{decision: allow; subject: hcp; action: add; resource: commentary; purpose: none; condition: none | decision: allow; subject: hcp; action: update; resource: lab procedure status; purpose: none; condition: none}
42,"The HCP chooses a specific referral from the list to view complete details about the referral: patient name, receiving HCP name and specialty, time generated, priority, office visit date, and notes.",1,{decision: allow; subject: hcp; action: choose; resource: referral; purpose: view complete details about the referral; condition: none}
43,An HCP can add commentary to a pending lab procedure .,1,{decision: allow; subject: hcp; action: add; resource: commentary; purpose: none; condition: none}
44,A sending HCP views a list of previously sent patient referrals.,1,{decision: allow; subject: sending hcp; action: view; resource: list of previously sent patient referrals; purpose: none; condition: none}
45,The HCP can graph height or weight of the patient over the last 3 calendar years .,1,{decision: allow; subject: hcp; action: graph; resource: height; purpose: none; condition: none | decision: allow; subject: hcp; action: graph; resource: weight; purpose: none; condition: none}
46,The HCP selects a patient by typing in the MID of the patient .,1,{decision: allow; subject: hcp; action: select; resource: patient; purpose: none; condition: none}
47,The selected Lab Technician is not the intended Lab Technician.,0,{decision: allow; subject: selected lab technician; action: select; resource: selected lab technician; condition: none; purpose: none}
48,An email notification is sent .,1,{decision: allow; subject: none; action: send; resource: email notification; purpose: none; condition: none}
49,A patient is a registered user of the iTrust Medical Records system (UC1).,0,{decision: allow; subject: patient; action: register; resource: itrust medical records system; condition: none; purpose: none}
50,The LHCP is then provided counts for the specified time period as well as a bar chart.,0,{decision: allow; subject: none; action: provide; resource: counts for the specified time period; purpose: none; condition: none | decision: allow; subject: none; action: provide; resource: bar chart; purpose: none; condition: none}
51,"The administrator will store (1) the ICD-9CM code (The International Statistical Classification of Diseases and Related Health Problems (most commonly known by the abbreviation ICD) provides codes to classify diseases and a wide variety of signs, symptoms, abnormal findings, complaints, social circumstances and external causes of injury or disease.",1,{decision: allow; subject: administrator; action: store; resource: icd-9cm code; purpose: none; condition: none}
52,"The HCP selects a procedure code, a priority from 1 to 3 (1=most important, 3=not as important), and Lab Technician (listed with his or her specialty and the number of pending lab procedures in his or her priority queue, grouped by priority).",1,{decision: allow; subject: hcp; action: select; resource: procedure code; purpose: none; condition: none | decision: allow; subject: hcp; action: select; resource: priority; purpose: none; condition: none | decision: allow; subject: hcp; action: select; resource: lab technician; purpose: none; condition: none}
53,"The sending HCP then chooses to save the edits, cancel the edits, or re-enter the data .",1,{decision: allow; subject: sending hcp; action: save; resource: edit; purpose: none; condition: none | decision: allow; subject: hcp; action: cancel; resource: edit; purpose: none; condition: none | decision: allow; subject: hcp; action: reenter; resource: data; purpose: none; condition: none}
54,"The Patient is presented with a list of physical services, populated by the LOINC codes (UC15) currently stored in iTrust.",0,{decision: allow; subject: non; action: present; resource: list of physical services; purpose: none; condition: none}
55,The LHCP views his or her message inbox.,1,{decision: allow; subject: lhcp; action: view; resource: message inbox; purpose: none; condition: none}
56,The user inputs invalid information and is prompted to try again.,1,{decision: allow; subject: user; action: input; resource: invalid information; condition: none; purpose: none | decision: allow; subject: user; action: try; resource: again; condition: none; purpose: none}
57,"The user selects a prescription from the calendar to read its details by clicking the ""Read Details"" link beside or below the medication displayed for the prescription, and then the details for the prescription shall be displayed in a new page, including the medications prescribed (i.e., NDC, see Data Format 6.6), date prescribed, start date, end date for each prescription, and the name of the doctor who prescribed the medication.",1,{decision: allow; subject: user; action: select; resource: prescription; purpose: read its details; condition: none | decision: allow; subject: user; action: click; resource: read details link; purpose: none; condition: none}
58,"He or she can report the height, weight, possibly and possibly pedometer reading  for the patient.",1,{decision: allow; subject: he; action: report; resource: height; purpose: none; condition: none | decision: allow; subject: he; action: report; resource: weight; purpose: none; condition: none | decision: allow; subject: he; action: report; resource: pedometer reading; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: height; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: weight; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: pedometer reading; purpose: none; condition: none}
59,The create or disable patients and HCP transaction is logged (UC5).,0,{decision: allow; subject: none; action: log; resource: hcp transaction; condition: none; purpose: none | decision: allow; subject: none; action: log; resource: disable patients; condition: none; purpose: none | decision: allow; subject: none; action: log; resource: create patients; condition: none; purpose: none}
60,A sending HCP edits a previously created patient referral as long as the referral has not been viewed by the receiving HCP.,1,{decision: allow; subject: sending hcp; action: edit; resource: referral; purpose: none; condition: referral has not been viewed by the receiving hcp}
61,The MID is a unique number assigned to all roles.,0,{decision: allow; subject: none; action: assign; resource: mid; condition: none; purpose: none}
62,"The appointment details display the appointment type, appointment date and start time, duration, the name of the patient, and appointment comments .",0,{decision: allow; subject: appointment details; action: display; resource: appointment type; purpose: none; condition: none | decision: allow; subject: appointment details; action: display; resource: appointment date and start time; purpose: none; condition: none | decision: allow; subject: appointment details; action: display; resource: duration; purpose: none; condition: none | decision: allow; subject: appointment details; action: display; resource: name of the patient; purpose: none; condition: none | decision: allow; subject: appointment details; action: display; resource: appointment comments; purpose: none; condition: none}
63,All new code shall be documented using the Java documentation system.,0,{decision: allow; subject: none; action: document; resource: new code; condition: none; purpose: none}
64,His or her appointments in the current month shall be displayed on the calendar .,1,{decision: allow; subject: calender; action: display; resource: appointment; purpose: none; condition: none}
65,"The user selects an office visit from the calendar to read its details by clicking the ""Read Details"" link beside or below the ICD-9CM code (i.e., diagnose) displayed for the visit, and then the details for the visit shall be displayed in a new page, including date of office visit, note text, diagnoses (i.e., ICD-9CM codes), medical procedures performed (i.e., CPT code) , lab procedures ordered (LOINC code, see Data Format 6.11), medications prescribed (i.e., NDC, see Data Format 6.6), immunizations given (i.e., CPT Code, see UC15, S1), and the name of the doctor who prescribed the medication.",1,{decision: allow; subject: user; action: select; resource: office visit; purpose: read its details; condition: none | decision: allow; subject: user; action: click; resource: read details link; purpose: none; condition: none}
66,The administrator will maintain  a listing of allowable immunizations that an HCP can use.,1,{decision: allow; subject: administrator; action: maintain; resource: listing of allowable immunizations; purpose: none; condition: none}
67,Inspired by Office of the National Coordinator for Health Information Technology (ONC) Patient - Provider Secure Messaging Use Case.,0,{decision: allow; subject: none; action: inspire; resource: office of the national coordinator for health information technology (onc); condition: none; purpose: none}
68,"The patient, UAP, or personal representative enters a glucose level outside the range 0-250.",1,{decision: allow; subject: patient; action: enter; resource: glucose level; purpose: none; condition: none | decision: allow; subject: uap; action: enter; resource: glucose level; purpose: none; condition: none | decision: allow; subject: personal representative; action: enter; resource: glucose level; purpose: none; condition: none}
69,Note that the sorted order is not saved for later viewing after the message inbox or outbox is reopened again (where the default sorting is always used).,0,{decision: allow; subject: none; action: save; resource: sorted order; condition: none; purpose: for later viewing}
70,Use cases UC1 and UC2 have been completed and a user has been created.,0,{decision: allow; subject: none; action: complete; resource: cases uc1; condition: none; purpose: none | decision: allow; subject: none; action: complete; resource: cases uc2; condition: none; purpose: none | decision: allow; subject: none; action: create; resource: user; condition: none; purpose: none}
71,A patient or patient representative wishes to reply to a message.,1,{decision: allow; subject: patient; action: reply; resource: message; purpose: none; condition: none | decision: allow; subject: patient representative; action: reply; resource: message; purpose: none; condition: none}
72,"(For example, a mother could choose herself and any one of her children.)",0,{decision: allow; subject: mother; action: choose; resource: any one of her children; condition: none; purpose: none}
73,"The user has successfully changed his or her password (UC3, S2).",1,{decision: allow; subject: user; action: change; resource: password; purpose: none; condition: none}
74,"On the LHCP homepage, the LHCP views a notification center with a list of his or her upcoming appointments for the current date , number of physiologic data monitoring reports of his or her patients for the current date , number of weight or pedometer data monitoring reports of his or her patients for the current date , number of unread messages from his or her message inbox , number of new referrals (UC33), number of pending lab procedures (UC26), and number of pending appointment requests (UC22).",1,{decision: allow; subject: lhcp; action: view; resource: notification center; purpose: none; condition: none}
75,The HCP can choose to add or remove another registered user as a personal health representative to that patient.,1,{decision: allow; subject: hcp; action: add; resource: user; purpose: none; condition: none | decision: allow; subject: hcp; action: remove; resource: user; purpose: none; condition: none}
76,Upon notice of allergies possibly and possibly interactions the HCP must either choose to proceed with the prescription  or cancel the prescription and remain on the office visit page.,1,{decision: allow; subject: hcp; action: proceed; resource: prescription; purpose: none; condition: upon notice of allergies possibly and possibly interactions | decision: allow; subject: hcp; action: cancel; resource: prescription; purpose: none; condition: upon notice of allergies possibly and possibly interactions | decision: allow; subject: hcp; action: remain; resource: office visit page; purpose: none; condition: upon notice of allergies possibly and possibly interactions}
77,The LHCP is presented with a listing of all his or her patients to view physiologic data reported during the current date.,0,{decision: allow; subject: none; action: present; resource: listing of all his or her patients; purpose: view physiologic data reported during the current date; condition: none}
78,Licensed Health Care Professional (LHCP): A licensed health care professional that is allowed by a particular patient to view all approved medical records.,0,{decision: allow; subject: licensed health care professional; action: view; resource: all approved medical records; purpose: none; condition: none}
79,The HCP is notified that the required fields contain too many characters.,1,{decision: allow; subject: none; action: notify; resource: hcp; condition: none; purpose: none}
80,The HCP is notified of drug allergy.,1,{decision: allow; subject: hcp; action: notify; resource: hcp; purpose: none; condition: none}
81,"The status of a laboratory procedure has been updated (UC26, S3).",1,{decision: allow; subject: none; action: update; resource: status; purpose: none; condition: none}
82,A set of reasons for ignoring a reaction warning and prescribing a medication anyways.,0,{decision: allow; subject: none; action: prescribe; resource: medication; condition: anyways; purpose: none | decision: allow; subject: none; action: ignore; resource: reaction warning; condition: none; purpose: none}
83,The implementation shall adhere to the Java Coding Standards.,1,{decision: allow; subject: implementation; action: adhere; resource: java coding standard; condition: none; purpose: none}
84,"An administrator chooses to maintain the standards list for immunizations , diagnoses , allowable drugs , or allowable physical services .",1,{decision: allow; subject: administrator; action: maintain; resource: list for immunizations; purpose: none; condition: none | decision: allow; subject: administrator; action: maintain; resource: list for diagnoses; purpose: none; condition: none | decision: allow; subject: administrator; action: maintain; resource: list for drugs; purpose: none; condition: none | decision: allow; subject: administrator; action: maintain; resource: list for physical services; purpose: none; condition: none}
85,Ensure that authentication is reset after a period of inactivity that exceeds ten minutes.,0,{decision: allow; subject: none; action: reset; resource: authentication; condition: none; purpose: none}
86,Only the applicable input entries (those whose corresponding data types of the patient are specified to be under monitoring) are displayed to the UAP.,1,{decision: allow; subject: none; action: display; resource: input entry; purpose: none; condition: none}
87,"The user provides a zip code  or a hospital code and an (optional) physician type (from a pull-down list: see data format 6.2 - general, surgeon, heart specialist, pediatrician, OB or GYN).",1,{decision: allow; subject: user; action: provide; resource: zip code; purpose: none; condition: none | decision: allow; subject: user; action: provide; resource: hospital code; purpose: none; condition: none | decision: allow; subject: user; action: provide; resource: physician type; purpose: none; condition: none}
88,The iTrust user (patient) has been authenticated in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: none; action: authenticate; resource: patient; condition: none; purpose: none}
89,"The system prompts the patient or HCP to correct the format of a required data field because the input of that data field does not match that specified in data format 6.1 or data format 6.2, as appropriate.",0,{decision: allow; subject: patient; action: correct; resource: format of a required data field; condition: none; purpose: none}
90,The system directs the user to make a different choice.,1,{decision: allow; subject: system; action: direct; resource: user; condition: none; purpose: make a different choice}
91,An LHCP or Public Health Agent (or PHA) is a registered user of the iTrust Medical Records system (UC2).,0,{decision: allow; subject: public health agent; action: register; resource: public health agent; condition: none; purpose: none | decision: allow; subject: lhcp; action: register; resource: lhcp; condition: none; purpose: none}
92,"Similar to an administrator, a software tester is added by directly entering the software tester into the database by an administrator that has access to the database.",1,{decision: allow; subject: administrator; action: add; resource: software tester; purpose: none; condition: administrator has access to the database}
93,The LHCP enters and confirms the patient or representative's MID .,1,{decision: allow; subject: lhcp; action: enter; resource: patients mid; purpose: none; condition: none | decision: allow; subject: lhcp; action: enter; resource: representatives mid; purpose: none; condition: none | decision: allow; subject: lhcp; action: confirm; resource: patients mid; purpose: none; condition: none | decision: allow; subject: lhcp; action: confirm; resource: representatives mid; purpose: none; condition: none}
94,The HCP is presented with a confirmation containing the name of the patient and determines if it is the patient they intend to deactivate .,1,{decision: allow; subject: none; action: present; resource: confirmation; purpose: none; condition: none | decision: allow; subject: hcp; action: determine; resource: patient; purpose: none; condition: none}
95,"The lab technician can specialize in blood work, tissue work, or general.",1,{decision: allow; subject: lab technician; action: specialize; resource: tissue work; condition: none; purpose: none | decision: allow; subject: lab technician; action: specialize; resource: blood work; condition: none; purpose: none | decision: allow; subject: lab technician; action: specialize; resource: general; condition: none; purpose: none}
96,The patient then chooses the beginning and end date for the period of time they would like to view their access log for .,1,{decision: allow; subject: patient; action: choose; resource: beginning and end date; purpose: none; condition: none}
97,"The list is a static list with no link on the patient's name, phone number, or contact email address).",0,{decision: allow; subject: none; action: list; resource: list; condition: none; purpose: none}
98,The administrator will store (1) hospital Id number for the hospital ; and (2) up to 30 alphanumeric characters giving the name of the hospital.,1,{decision: allow; subject: administrator; action: store; resource: hospital id number; purpose: none; condition: none | decision: allow; subject: administrator; action: store; resource: name of the hospital; purpose: none; condition: none}
99,The administrator will maintain a listing of allowable diagnoses that an LHCP can use.,1,{decision: allow; subject: administrator; action: maintain; resource: listing of allowable diagnoses; purpose: none; condition: none}
100,"After the patient logs in, an activity feed is displayed .",1,{decision: allow; subject: none; action: display; resource: activity feed; purpose: none; condition: after the patient logs in}
101,"The admin must specify a specialty for a new LHCP (general physician, heart surgeon, OB-GYN, pediatrician, surgeon) and for a new LT ( blood, tissue, or general).",1,{decision: allow; subject: admin; action: specify; resource: specialty for a new lhcp; purpose: none; condition: none | decision: allow; subject: admin; action: specify; resource: specialty for a new lt; purpose: none; condition: none}
102,"A user (an LHCP or patient) wishes to view a list of his or her upcoming appointments (i.e., a list including appointments whose appointment date and start time is equal or later than the current date or time).",1,{decision: allow; subject: lhcp; action: view; resource: list of his or her upcoming appointments; purpose: none; condition: none | decision: allow; subject: patient; action: view; resource: list of his or her upcoming appointments; purpose: none; condition: none}
103,Demographic information is entered possibly and possibly edited .,1,{decision: allow; subject: none; action: edit; resource: demographic information; purpose: none; condition: none | decision: allow; subject: none; action: enter; resource: demographic information; purpose: none; condition: none}
104,The HCP can add the prescription to the list of medications (UC37).,1,{decision: allow; subject: hcp; action: add; resource: prescription; purpose: none; condition: none}
105,"The HCP provides the dosage in milligrams, the start and end date for the prescription, and any special instructions.",1,{decision: allow; subject: hcp; action: provide; resource: dosage; purpose: none; condition: none | decision: allow; subject: hcp; action: provide; resource: start and end date; purpose: none; condition: none | decision: allow; subject: hcp; action: provide; resource: special instruction; purpose: none; condition: none}
106,An HCP chooses to view received referrals.,1,{decision: allow; subject: hcp; action: view; resource: referral; purpose: none; condition: none}
107,An LHCP has authenticated him or herself in the iTrust Medical Records system (UC2).,1,{decision: allow; subject: lhcp; action: authenticate; resource: lhcp; condition: none; purpose: none}
108,An LHCP wants to send a message to a patient possibly and possibly that patient's personal representative  or a patient or personal representative wants to send a message to one of their DLHCP or that of a person they are representing .,1,{decision: allow; subject: lhcp; action: send; resource: message; purpose: none; condition: none}
109,Miscellaneous transaction codes 1-99 are presented in 5.5 below.,0,{decision: allow; subject: none; action: present; resource: transaction codes 1-99; condition: none; purpose: none}
110,"When a chronic special-diagnosis-history patient satisfies all three conditions and has multiple prescriptions satisfying the third condition, the patient is listed in the list only once.",0,{decision: allow; subject: none; action: list; resource: patient; condition: none; purpose: none}
112,"The instructions can contain numbers, characters, space and carriage return.",0,{decision: allow; subject: none; action: contain; resource: instructions; condition: none; purpose: none}
113,LHCPs and patients or representatives may reply to messages .,1,{decision: allow; subject: lhcp; action: reply; resource: message; purpose: none; condition: none | decision: allow; subject: patient; action: reply; resource: message; purpose: none; condition: none | decision: allow; subject: representative; action: reply; resource: message; purpose: none; condition: none}
114,An HCP can view a previously created lab procedure for a given office visit.,1,{decision: allow; subject: hcp; action: view; resource: lab procedure; purpose: none; condition: none}
115,"If the security question or answer has been set (it is not null) , present security question and obtain answer .",1,{decision: allow; subject: none; action: present; resource: security question; purpose: none; condition: security question or answer has been set (it is not null) | decision: allow; subject: none; action: obtain; resource: answer; purpose: none; condition: security question or answer has been set (it is not null)}
116,An HCP may enter or edit their own demographic information according to data format 6.2.,1,{decision: allow; subject: hcp; action: enter; resource: demographic information; purpose: none; condition: none | decision: allow; subject: hcp; action: edit; resource: demographic information; purpose: none; condition: none}
117,"Upon reading the report, the public health agent can choose to send a ""fake email"" message to the adverse event reporter to gain more information about the report.",1,{decision: allow; subject: public health agent; action: send; resource: fake email; purpose: gain more information about the report; condition: none}
118,Currently available risk factors for chronic diseases are defined for Diabetes (Type 1 and Type2) and Heart Disease.,0,{decision: allow; subject: none; action: define; resource: risk factors for chronic diseases; condition: none; purpose: none}
119,The administrator will store information of a LOINC code (Logical Observation Identifiers Names and Codes (LOINC) is a database and universal standard for identifying medical laboratory observations.,1,{decision: allow; subject: administrator; action: store; resource: loinc code; purpose: none; condition: none}
121,The patient chooses to view all LHCPs the patient has ever had an office visit with and those whom he or she had designated .,1,{decision: allow; subject: patient; action: view; resource: lhcp; purpose: none; condition: patient has ever had an office visit with lhcp | decision: allow; subject: patient; action: view; resource: lhcp; purpose: none; condition: patient had designated lhcp}
122,"A user (a patient or personal health representative) can choose to view a list of his or her upcoming appointments for himself or herself, as well as appointments for the patients he or she represents (i.e., a list including appointments whose appointment date and start time is equal or later than the current date or time, sorted by time with soonest upcoming first).",1,{decision: allow; subject: user; action: view; resource: list of his or her upcoming appointments; purpose: none; condition: none | decision: allow; subject: user; action: view; resource: appointment; purpose: none; condition: none | decision: allow; subject: patient; action: view; resource: list of his or her upcoming appointments; purpose: none; condition: none | decision: allow; subject: patient; action: view; resource: appointment; purpose: none; condition: none | decision: allow; subject: personal health representative; action: view; resource: list of his or her upcoming appointments; purpose: none; condition: none | decision: allow; subject: personal health representative; action: view; resource: appointment; purpose: none; condition: none}
123,"The list is sorted based on the ascending alphabetical order of the patients' last names, and then first names.",0,{decision: allow; subject: none; action: sort; resource: list; purpose: none; condition: none}
124,"The LHCP can view of the comprehensive patient report for the specified group, including the information below.",1,{decision: allow; subject: lhcp; action: view; resource: patient report; purpose: none; condition: none}
125,"The patient, receiving HCP, referral notes, possibly and possibly referral priority are invalid, and the HCP is prompted to enter this information again.",0,{decision: allow; subject: receiving hcp; action: enter; resource: referral notes; condition: none; purpose: none | decision: allow; subject: receiving hcp; action: enter; resource: referral priority; condition: none; purpose: none | decision: allow; subject: receiving hcp; action: enter; resource: patient; condition: none; purpose: none}
126,The HCP is prompted to confirm that he or she wishes to remove the lab procedure.,1,{decision: allow; subject: hcp; action: confirm; resource: wish; purpose: remove the lab procedure; condition: none}
128,The system shall be implemented as a Java Server Page web application.,0,{decision: allow; subject: system; action: implement; resource: system; condition: none; purpose: none}
